Order ID,Order Date,Customer ID,Product ID,Quantity,Customer Name,Email,Country,Coffee Type,Roast Type,Size,Unit Price,Sales,Coffee Type Name,Roast Type Name,Loyalty Card
TME-59627-221,30-04-21,72282-40594-RX,L-L-2.5,6,Alexa Sizey,,United States,Lib,L,2.5,36.455,218.73,Liberica,Light,No
UDG-65353-824,07-01-20,17514-94165-RJ,E-M-0.5,4,Kari Swede,kswede4g@addthis.com,United States,Exc,M,0.5,8.25,33,Excelsa,Medium,No
ENQ-42923-176,11-01-21,56248-75861-JX,A-L-0.5,3,Leontine Rubrow,lrubrow4h@microsoft.com,United States,Ara,L,0.5,7.77,23.31,Arabica,Light,No
CBT-55781-720,15-11-21,97855-54761-IS,E-D-0.5,3,Dottie Tift,dtift4i@netvibes.com,United States,Exc,D,0.5,7.29,21.87,Excelsa,Dark,Yes
NEU-86533-016,03-06-19,96544-91644-IT,R-D-0.2,6,Gerardo Schonfeld,gschonfeld4j@oracle.com,United States,Rob,D,0.2,2.685,16.11,Robusta,Dark,No
BYU-58154-603,17-12-20,51971-70393-QM,E-D-0.5,4,Claiborne Feye,cfeye4k@google.co.jp,Ireland,Exc,D,0.5,7.29,29.16,Excelsa,Dark,No
EHJ-05910-257,07-02-21,06812-11924-IK,R-D-1,6,Mina Elstone,,United States,Rob,D,1,8.95,53.7,Robusta,Dark,Yes
EIL-44855-309,15-03-21,59741-90220-OW,R-D-0.5,5,Sherman Mewrcik,,United States,Rob,D,0.5,5.37,26.85,Robusta,Dark,Yes
HCA-87224-420,04-08-22,62682-27930-PD,E-M-0.5,5,Tamarah Fero,tfero4n@comsenz.com,United States,Exc,M,0.5,8.25,41.25,Excelsa,Medium,Yes
ABO-29054-365,19-01-19,00256-19905-YG,A-M-0.5,6,Stanislaus Valsler,,Ireland,Ara,M,0.5,6.75,40.5,Arabica,Medium,No
TKN-58485-031,23-03-22,38890-22576-UI,R-D-1,2,Felita Dauney,fdauney4p@sphinn.com,Ireland,Rob,D,1,8.95,17.9,Robusta,Dark,No
RCK-04069-371,07-10-21,94573-61802-PH,E-L-2.5,2,Serena Earley,searley4q@youku.com,United Kingdom,Exc,L,2.5,34.155,68.31,Excelsa,Light,No
IRJ-67095-738,20-03-19,86447-02699-UT,E-M-2.5,2,Minny Chamberlayne,mchamberlayne4r@bigcartel.com,United States,Exc,M,2.5,31.625,63.25,Excelsa,Medium,Yes
VEA-31961-977,15-12-21,51432-27169-KN,E-D-0.5,3,Bartholemy Flaherty,bflaherty4s@moonfruit.com,Ireland,Exc,D,0.5,7.29,21.87,Excelsa,Dark,No
BAF-42286-205,08-06-22,43074-00987-PB,R-M-2.5,4,Oran Colbeck,ocolbeck4t@sina.com.cn,United States,Rob,M,2.5,22.885,91.54,Robusta,Medium,No
WOR-52762-511,14-12-19,04739-85772-QT,E-L-2.5,6,Elysee Sketch,,United States,Exc,L,2.5,34.155,204.93,Excelsa,Light,Yes
ZWK-03995-815,10-04-21,28279-78469-YW,E-M-2.5,2,Ethelda Hobbing,ehobbing4v@nsw.gov.au,United States,Exc,M,2.5,31.625,63.25,Excelsa,Medium,Yes
CKF-43291-846,10-03-20,91829-99544-DS,E-L-2.5,1,Odille Thynne,othynne4w@auda.org.au,United States,Exc,L,2.5,34.155,34.155,Excelsa,Light,Yes
RMW-74160-339,16-10-20,38978-59582-JP,R-L-2.5,4,Emlynne Heining,eheining4x@flickr.com,United States,Rob,L,2.5,27.485,109.94,Robusta,Light,Yes
FMT-94584-786,08-10-19,86504-96610-BH,A-L-1,2,Katerina Melloi,kmelloi4y@imdb.com,United States,Ara,L,1,12.95,25.9,Arabica,Light,No
NWT-78222-575,31-12-19,75986-98864-EZ,A-D-0.2,1,Tiffany Scardafield,,Ireland,Ara,D,0.2,2.985,2.985,Arabica,Dark,No
EOI-02511-919,20-03-20,66776-88682-RG,E-L-0.2,5,Abrahan Mussen,amussen50@51.la,United States,Exc,L,0.2,4.455,22.275,Excelsa,Light,No
EOI-02511-919,20-03-20,66776-88682-RG,A-D-0.5,5,Abrahan Mussen,amussen50@51.la,United States,Ara,D,0.5,5.97,29.85,Arabica,Dark,No
UCT-03935-589,29-03-21,85851-78384-DM,R-D-0.5,6,Anny Mundford,amundford52@nbcnews.com,United States,Rob,D,0.5,5.37,32.22,Robusta,Dark,No
SBI-60013-494,12-11-21,55232-81621-BX,E-M-0.2,2,Tory Walas,twalas53@google.ca,United States,Exc,M,0.2,4.125,8.25,Excelsa,Medium,No
QRA-73277-814,20-07-21,80310-92912-JA,A-L-0.5,4,Isa Blazewicz,iblazewicz54@thetimes.co.uk,United States,Ara,L,0.5,7.77,31.08,Arabica,Light,No
EQE-31648-909,18-01-19,19821-05175-WZ,E-D-0.5,5,Angie Rizzetti,arizzetti55@naver.com,United States,Exc,D,0.5,7.29,36.45,Excelsa,Dark,Yes
QOO-24615-950,07-08-19,01338-83217-GV,R-M-2.5,3,Mord Meriet,mmeriet56@noaa.gov,United States,Rob,M,2.5,22.885,68.655,Robusta,Medium,No
WDV-73864-037,13-03-22,66044-25298-TA,L-M-0.5,5,Lawrence Pratt,lpratt57@netvibes.com,United States,Lib,M,0.5,8.73,43.65,Liberica,Medium,Yes
PKR-88575-066,17-05-22,28728-47861-TZ,E-L-0.2,1,Astrix Kitchingham,akitchingham58@com.com,United States,Exc,L,0.2,4.455,4.455,Excelsa,Light,Yes
BWR-85735-955,14-12-19,32638-38620-AX,L-M-1,3,Burnard Bartholin,bbartholin59@xinhuanet.com,United States,Lib,M,1,14.55,43.65,Liberica,Medium,Yes
YFX-64795-136,15-01-20,83163-65741-IH,L-M-2.5,1,Madelene Prinn,mprinn5a@usa.gov,United States,Lib,M,2.5,33.465,33.465,Liberica,Medium,Yes
DDO-71442-967,12-04-19,89422-58281-FD,L-D-0.2,5,Alisun Baudino,abaudino5b@netvibes.com,United States,Lib,D,0.2,3.885,19.425,Liberica,Dark,Yes
ILQ-11027-588,29-03-20,76293-30918-DQ,E-D-1,6,Philipa Petrushanko,ppetrushanko5c@blinklist.com,Ireland,Exc,D,1,12.15,72.9,Excelsa,Dark,Yes
KRZ-13868-122,24-03-22,86779-84838-EJ,E-L-1,3,Kimberli Mustchin,,United States,Exc,L,1,14.85,44.55,Excelsa,Light,No
VRM-93594-914,21-07-21,66806-41795-MX,E-D-0.5,5,Emlynne Laird,elaird5e@bing.com,United States,Exc,D,0.5,7.29,36.45,Excelsa,Dark,No
HXL-22497-359,06-08-19,64875-71224-UI,A-L-1,3,Marlena Howsden,mhowsden5f@infoseek.co.jp,United States,Ara,L,1,12.95,38.85,Arabica,Light,No
NOP-21394-646,23-05-21,16982-35708-BZ,E-L-0.5,6,Nealson Cuttler,ncuttler5g@parallels.com,United States,Exc,L,0.5,8.91,53.46,Excelsa,Light,No
NOP-21394-646,23-05-21,16982-35708-BZ,L-D-2.5,2,Nealson Cuttler,ncuttler5g@parallels.com,United States,Lib,D,2.5,29.785,59.57,Liberica,Dark,No
NOP-21394-646,23-05-21,16982-35708-BZ,L-D-2.5,3,Nealson Cuttler,ncuttler5g@parallels.com,United States,Lib,D,2.5,29.785,89.355,Liberica,Dark,No
NOP-21394-646,23-05-21,16982-35708-BZ,L-L-0.5,4,Nealson Cuttler,ncuttler5g@parallels.com,United States,Lib,L,0.5,9.51,38.04,Liberica,Light,No
NOP-21394-646,23-05-21,16982-35708-BZ,E-M-1,3,Nealson Cuttler,ncuttler5g@parallels.com,United States,Exc,M,1,13.75,41.25,Excelsa,Medium,No
FTV-77095-168,08-04-21,66708-26678-QK,L-L-0.5,6,Adriana Lazarus,,United States,Lib,L,0.5,9.51,57.06,Liberica,Light,No
BOR-02906-411,17-10-21,08743-09057-OO,L-D-2.5,6,Tallie felip,tfelip5m@typepad.com,United States,Lib,D,2.5,29.785,178.71,Liberica,Dark,Yes
WMP-68847-770,16-02-22,37490-01572-JW,L-L-0.2,1,Vanna Le - Count,vle5n@disqus.com,United States,Lib,L,0.2,4.755,4.755,Liberica,Light,No
TMO-22785-872,15-07-20,01811-60350-CU,E-M-1,6,Sarette Ducarel,,United States,Exc,M,1,13.75,82.5,Excelsa,Medium,No
TJG-73587-353,22-02-20,24766-58139-GT,R-D-0.2,3,Kendra Glison,,United States,Rob,D,0.2,2.685,8.055,Robusta,Dark,Yes
OOU-61343-455,15-01-21,90123-70970-NY,A-M-1,2,Nertie Poolman,npoolman5q@howstuffworks.com,United States,Ara,M,1,11.25,22.5,Arabica,Medium,No
RMA-08327-369,11-01-21,93809-05424-MG,A-M-0.5,6,Orbadiah Duny,oduny5r@constantcontact.com,United States,Ara,M,0.5,6.75,40.5,Arabica,Medium,Yes
SFB-97929-779,08-04-22,85425-33494-HQ,E-D-0.5,4,Constance Halfhide,chalfhide5s@google.ru,Ireland,Exc,D,0.5,7.29,29.16,Excelsa,Dark,Yes
AUP-10128-606,01-10-20,54387-64897-XC,A-M-0.5,1,Fransisco Malecky,fmalecky5t@list-manage.com,United Kingdom,Ara,M,0.5,6.75,6.75,Arabica,Medium,No
YTW-40242-005,28-10-19,01035-70465-UO,L-D-1,4,Anselma Attwater,aattwater5u@wikia.com,United States,Lib,D,1,12.95,51.8,Liberica,Dark,Yes
PRP-53390-819,28-03-21,84260-39432-ML,E-L-0.5,6,Minette Whellans,mwhellans5v@mapquest.com,United States,Exc,L,0.5,8.91,53.46,Excelsa,Light,No
GSJ-01065-125,31-03-20,69779-40609-RS,E-D-0.2,4,Dael Camilletti,dcamilletti5w@businesswire.com,United States,Exc,D,0.2,3.645,14.58,Excelsa,Dark,Yes
YQU-65147-580,26-03-22,80247-70000-HT,R-D-2.5,1,Emiline Galgey,egalgey5x@wufoo.com,United States,Rob,D,2.5,20.585,20.585,Robusta,Dark,No
QPM-95832-683,06-11-19,35058-04550-VC,L-L-1,2,Murdock Hame,mhame5y@newsvine.com,Ireland,Lib,L,1,15.85,31.7,Liberica,Light,No
BNQ-88920-567,30-12-19,27226-53717-SY,L-D-0.2,6,Ilka Gurnee,igurnee5z@usnews.com,United States,Lib,D,0.2,3.885,23.31,Liberica,Dark,No
PUX-47906-110,01-10-21,02002-98725-CH,L-M-1,4,Alfy Snowding,asnowding60@comsenz.com,United States,Lib,M,1,14.55,58.2,Liberica,Medium,Yes
COL-72079-610,09-12-20,38487-01549-MV,E-L-0.5,4,Godfry Poinsett,gpoinsett61@berkeley.edu,United States,Exc,L,0.5,8.91,35.64,Excelsa,Light,No
LBC-45686-819,01-05-21,98573-41811-EQ,A-M-1,5,Rem Furman,rfurman62@t.co,Ireland,Ara,M,1,11.25,56.25,Arabica,Medium,Yes
BLQ-03709-265,04-08-22,72463-75685-MV,R-L-0.2,3,Charis Crosier,ccrosier63@xrea.com,United States,Rob,L,0.2,3.585,10.755,Robusta,Light,No
BLQ-03709-265,04-08-22,72463-75685-MV,R-M-0.2,5,Charis Crosier,ccrosier63@xrea.com,United States,Rob,M,0.2,2.985,14.925,Robusta,Medium,No
VFZ-91673-181,13-11-21,10225-91535-AI,A-L-1,6,Lenka Rushmer,lrushmer65@europa.eu,United States,Ara,L,1,12.95,77.7,Arabica,Light,Yes
WKD-81956-870,16-09-20,48090-06534-HI,L-D-0.5,3,Waneta Edinborough,wedinborough66@github.io,United States,Lib,D,0.5,7.77,23.31,Liberica,Dark,No
TNI-91067-006,05-10-20,80444-58185-FX,E-L-1,4,Bobbe Piggott,,United States,Exc,L,1,14.85,59.4,Excelsa,Light,Yes
IZA-61469-812,06-01-20,13561-92774-WP,L-D-2.5,4,Ketty Bromehead,kbromehead68@un.org,United States,Lib,D,2.5,29.785,119.14,Liberica,Dark,Yes
PSS-22466-862,21-05-21,11550-78378-GE,R-L-0.2,4,Elsbeth Westerman,ewesterman69@si.edu,Ireland,Rob,L,0.2,3.585,14.34,Robusta,Light,No
REH-56504-397,26-02-20,90961-35603-RP,A-M-2.5,5,Anabelle Hutchens,ahutchens6a@amazonaws.com,United States,Ara,M,2.5,25.875,129.375,Arabica,Medium,No
ALA-62598-016,19-02-20,57145-03803-ZL,R-D-0.2,6,Noak Wyvill,nwyvill6b@naver.com,United Kingdom,Rob,D,0.2,2.685,16.11,Robusta,Dark,Yes
EYE-70374-835,29-06-21,89115-11966-VF,R-L-0.2,5,Beltran Mathon,bmathon6c@barnesandnoble.com,United States,Rob,L,0.2,3.585,17.925,Robusta,Light,No
CCZ-19589-212,27-03-21,05754-41702-FG,L-M-0.2,2,Kristos Streight,kstreight6d@about.com,United States,Lib,M,0.2,4.365,8.73,Liberica,Medium,No
BPT-83989-157,27-10-21,84269-49816-ML,A-M-2.5,2,Portie Cutchie,pcutchie6e@globo.com,United States,Ara,M,2.5,25.875,51.75,Arabica,Medium,No
YFH-87456-208,12-06-19,23600-98432-ME,L-M-0.2,2,Sinclare Edsell,,United States,Lib,M,0.2,4.365,8.73,Liberica,Medium,Yes
JLN-14700-924,28-06-20,79058-02767-CP,L-L-0.2,5,Conny Gheraldi,cgheraldi6g@opera.com,United Kingdom,Lib,L,0.2,4.755,23.775,Liberica,Light,No
JVW-22582-137,23-03-21,89208-74646-UK,E-M-0.2,5,Beryle Kenwell,bkenwell6h@over-blog.com,United States,Exc,M,0.2,4.125,20.625,Excelsa,Medium,No
LAA-41879-001,10-02-22,11408-81032-UR,L-L-2.5,1,Tomas Sutty,tsutty6i@google.es,United States,Lib,L,2.5,36.455,36.455,Liberica,Light,No
BRV-64870-915,16-04-19,32070-55528-UG,L-L-2.5,5,Samuele Ales0,,Ireland,Lib,L,2.5,36.455,182.275,Liberica,Light,No
RGJ-12544-083,12-02-20,48873-84433-PN,L-D-2.5,3,Carlie Harce,charce6k@cafepress.com,Ireland,Lib,D,2.5,29.785,89.355,Liberica,Dark,No
JJX-83339-346,02-01-22,32928-18158-OW,R-L-0.2,1,Craggy Bril,,United States,Rob,L,0.2,3.585,3.585,Robusta,Light,Yes
BIU-21970-705,07-12-20,89711-56688-GG,R-M-2.5,2,Friederike Drysdale,fdrysdale6m@symantec.com,United States,Rob,M,2.5,22.885,45.77,Robusta,Medium,Yes
ELJ-87741-745,20-02-20,48389-71976-JB,E-L-1,4,Devon Magowan,dmagowan6n@fc2.com,United States,Exc,L,1,14.85,59.4,Excelsa,Light,No
SGI-48226-857,11-06-20,84033-80762-EQ,A-M-2.5,6,Codi Littrell,,United States,Ara,M,2.5,25.875,155.25,Arabica,Medium,Yes
AHV-66988-037,08-09-20,12743-00952-KO,R-M-2.5,2,Christel Speak,,United States,Rob,M,2.5,22.885,45.77,Robusta,Medium,No
ISK-42066-094,28-03-20,41505-42181-EF,E-D-1,3,Sibella Rushbrooke,srushbrooke6q@youku.com,United States,Exc,D,1,12.15,36.45,Excelsa,Dark,Yes
FTC-35822-530,10-10-20,14307-87663-KB,E-D-0.5,4,Tammie Drynan,tdrynan6r@deviantart.com,United States,Exc,D,0.5,7.29,29.16,Excelsa,Dark,Yes
VSS-56247-688,21-05-22,08360-19442-GB,L-M-2.5,4,Effie Yurkov,eyurkov6s@hud.gov,United States,Lib,M,2.5,33.465,133.86,Liberica,Medium,No
HVW-25584-144,30-04-20,93405-51204-UW,L-L-0.2,5,Lexie Mallan,lmallan6t@state.gov,United States,Lib,L,0.2,4.755,23.775,Liberica,Light,Yes
MUY-15309-209,12-12-21,97152-03355-IW,L-D-1,3,Georgena Bentjens,gbentjens6u@netlog.com,United Kingdom,Lib,D,1,12.95,38.85,Liberica,Dark,No
VAJ-44572-469,27-10-20,79216-73157-TE,R-L-0.2,6,Delmar Beasant,,Ireland,Rob,L,0.2,3.585,21.51,Robusta,Light,Yes
YJU-84377-606,07-07-20,20259-47723-AC,A-D-1,1,Lyn Entwistle,lentwistle6w@omniture.com,United States,Ara,D,1,9.95,9.95,Arabica,Dark,Yes
VNC-93921-469,31-01-20,04666-71569-RI,L-L-1,1,Zacharias Kiffe,zkiffe74@cyberchimps.com,United States,Lib,L,1,15.85,15.85,Liberica,Light,Yes
OGB-91614-810,18-02-20,08909-77713-CG,R-M-0.2,1,Mercedes Acott,macott6y@pagesperso-orange.fr,United States,Rob,M,0.2,2.985,2.985,Robusta,Medium,Yes
BQI-61647-496,13-06-21,84340-73931-VV,E-M-1,5,Connor Heaviside,cheaviside6z@rediff.com,United States,Exc,M,1,13.75,68.75,Excelsa,Medium,Yes
IOM-51636-823,06-08-22,04609-95151-XH,A-D-1,3,Devy Bulbrook,,United States,Ara,D,1,9.95,29.85,Arabica,Dark,No
GGD-38107-641,23-11-21,99562-88650-YF,L-M-1,4,Leia Kernan,lkernan71@wsj.com,United States,Lib,M,1,14.55,58.2,Liberica,Medium,No
LTO-95975-728,13-10-21,46560-73885-PJ,R-L-0.5,4,Rosaline McLae,rmclae72@dailymotion.com,United Kingdom,Rob,L,0.5,7.17,28.68,Robusta,Light,No
IGM-84664-265,31-08-21,80179-44620-WN,R-L-0.5,3,Cleve Blowfelde,cblowfelde73@ustream.tv,United States,Rob,L,0.5,7.17,21.51,Robusta,Light,No
SKO-45740-621,16-01-20,04666-71569-RI,L-M-0.5,2,Zacharias Kiffe,zkiffe74@cyberchimps.com,United States,Lib,M,0.5,8.73,17.46,Liberica,Medium,Yes
FOJ-02234-063,25-04-22,59081-87231-VP,E-D-2.5,1,Denyse O'Calleran,docalleran75@ucla.edu,United States,Exc,D,2.5,27.945,27.945,Excelsa,Dark,Yes
MSJ-11909-468,13-11-21,07878-45872-CC,E-D-2.5,5,Cobby Cromwell,ccromwell76@desdev.cn,United States,Exc,D,2.5,27.945,139.725,Excelsa,Dark,No
DKB-78053-329,08-06-21,12444-05174-OO,R-M-0.2,2,Irv Hay,ihay77@lulu.com,United Kingdom,Rob,M,0.2,2.985,5.97,Robusta,Medium,No
DFZ-45083-941,21-11-20,34665-62561-AU,R-L-2.5,1,Tani Taffarello,ttaffarello78@sciencedaily.com,United States,Rob,L,2.5,27.485,27.485,Robusta,Light,Yes
OTA-40969-710,14-03-19,77877-11993-QH,R-L-1,5,Monique Canty,mcanty79@jigsy.com,United States,Rob,L,1,11.95,59.75,Robusta,Light,Yes
GRH-45571-667,16-08-19,32291-18308-YZ,E-M-1,3,Javier Kopke,jkopke7a@auda.org.au,United States,Exc,M,1,13.75,41.25,Excelsa,Medium,No
NXV-05302-067,22-04-19,25754-33191-ZI,L-M-2.5,4,Mar McIver,,United States,Lib,M,2.5,33.465,133.86,Liberica,Medium,No
VZH-86274-142,02-05-22,53120-45532-KL,R-L-1,5,Arabella Fransewich,,Ireland,Rob,L,1,11.95,59.75,Robusta,Light,Yes
KIX-93248-135,11-02-20,36605-83052-WB,A-D-0.5,1,Violette Hellmore,vhellmore7d@bbc.co.uk,United States,Ara,D,0.5,5.97,5.97,Arabica,Dark,Yes
AXR-10962-010,28-03-21,53683-35977-KI,E-D-1,2,Myles Seawright,mseawright7e@nbcnews.com,United Kingdom,Exc,D,1,12.15,24.3,Excelsa,Dark,No
IHS-71573-008,08-05-21,07972-83134-NM,E-D-0.2,6,Silvana Northeast,snortheast7f@mashable.com,United States,Exc,D,0.2,3.645,21.87,Excelsa,Dark,Yes
QTR-19001-114,21-11-19,01035-70465-UO,A-D-1,2,Anselma Attwater,aattwater5u@wikia.com,United States,Ara,D,1,9.95,19.9,Arabica,Dark,Yes
WBK-62297-910,17-05-21,25514-23938-IQ,A-D-0.2,2,Monica Fearon,mfearon7h@reverbnation.com,United States,Ara,D,0.2,2.985,5.97,Arabica,Dark,No
OGY-19377-175,09-07-19,49084-44492-OJ,E-D-0.5,1,Barney Chisnell,,Ireland,Exc,D,0.5,7.29,7.29,Excelsa,Dark,Yes
ESR-66651-814,20-05-20,76624-72205-CK,A-D-0.2,4,Jasper Sisneros,jsisneros7j@a8.net,United States,Ara,D,0.2,2.985,11.94,Arabica,Dark,Yes
CPX-46916-770,27-08-21,12729-50170-JE,R-L-1,6,Zachariah Carlson,zcarlson7k@bigcartel.com,Ireland,Rob,L,1,11.95,71.7,Robusta,Light,Yes
MDC-03318-645,30-04-22,43974-44760-QI,A-L-0.2,2,Warner Maddox,wmaddox7l@timesonline.co.uk,United States,Ara,L,0.2,3.885,7.77,Arabica,Light,No
SFF-86059-407,03-06-20,30585-48726-BK,A-M-2.5,1,Donnie Hedlestone,dhedlestone7m@craigslist.org,United States,Ara,M,2.5,25.875,25.875,Arabica,Medium,No
SCL-94540-788,13-06-22,16123-07017-TY,E-L-2.5,6,Teddi Crowthe,tcrowthe7n@europa.eu,United States,Exc,L,2.5,34.155,204.93,Excelsa,Light,No
HVU-21634-076,10-06-20,27723-45097-MH,R-L-2.5,4,Dorelia Bury,dbury7o@tinyurl.com,Ireland,Rob,L,2.5,27.485,109.94,Robusta,Light,Yes
XUS-73326-418,18-12-20,37078-56703-AF,E-L-1,6,Gussy Broadbear,gbroadbear7p@omniture.com,United States,Exc,L,1,14.85,89.1,Excelsa,Light,No
XWD-18933-006,31-08-19,79420-11075-MY,A-L-0.2,2,Emlynne Palfrey,epalfrey7q@devhub.com,United States,Ara,L,0.2,3.885,7.77,Arabica,Light,Yes
HPD-65272-772,25-02-19,57504-13456-UO,L-M-2.5,1,Parsifal Metrick,pmetrick7r@rakuten.co.jp,United States,Lib,M,2.5,33.465,33.465,Liberica,Medium,Yes
JEG-93140-224,07-02-21,53751-57560-CN,E-M-0.5,5,Christopher Grieveson,,United States,Exc,M,0.5,8.25,41.25,Excelsa,Medium,Yes
NNH-62058-950,14-01-21,96112-42558-EA,E-L-1,4,Karlan Karby,kkarby7t@sbwire.com,United States,Exc,L,1,14.85,59.4,Excelsa,Light,Yes
LTD-71429-845,24-02-19,03157-23165-UB,A-L-0.5,1,Flory Crumpe,fcrumpe7u@ftc.gov,United Kingdom,Ara,L,0.5,7.77,7.77,Arabica,Light,No
MPV-26985-215,23-06-19,51466-52850-AG,R-D-0.5,1,Amity Chatto,achatto7v@sakura.ne.jp,United Kingdom,Rob,D,0.5,5.37,5.37,Robusta,Dark,Yes
IYO-10245-081,09-05-20,57145-31023-FK,E-M-2.5,3,Nanine McCarthy,,United States,Exc,M,2.5,31.625,94.875,Excelsa,Medium,No
BYZ-39669-954,18-07-20,66408-53777-VE,L-L-2.5,1,Lyndsey Megany,,United States,Lib,L,2.5,36.455,36.455,Liberica,Light,No
EFB-72860-209,17-10-19,53035-99701-WG,A-M-0.2,4,Byram Mergue,bmergue7y@umn.edu,United States,Ara,M,0.2,3.375,13.5,Arabica,Medium,Yes
GMM-72397-378,16-05-22,45899-92796-EI,R-L-0.2,4,Kerr Patise,kpatise7z@jigsy.com,United States,Rob,L,0.2,3.585,14.34,Robusta,Light,No
LYP-52345-883,24-03-21,17649-28133-PY,E-M-0.5,1,Mathew Goulter,,Ireland,Exc,M,0.5,8.25,8.25,Excelsa,Medium,Yes
DFK-35846-692,03-11-19,49612-33852-CN,R-D-0.2,5,Marris Grcic,,United States,Rob,D,0.2,2.685,13.425,Robusta,Dark,Yes
XAH-93337-609,28-10-21,66976-43829-YG,A-D-1,5,Domeniga Duke,dduke82@vkontakte.ru,United States,Ara,D,1,9.95,49.75,Arabica,Dark,No
QKA-72582-644,16-12-20,64852-04619-XZ,E-M-0.5,2,Violante Skouling,,Ireland,Exc,M,0.5,8.25,16.5,Excelsa,Medium,No
ZDK-84567-102,29-11-21,58690-31815-VY,A-D-0.5,3,Isidore Hussey,ihussey84@mapy.cz,United States,Ara,D,0.5,5.97,17.91,Arabica,Dark,No
WAV-38301-984,20-03-21,62863-81239-DT,A-D-0.5,5,Cassie Pinkerton,cpinkerton85@upenn.edu,United States,Ara,D,0.5,5.97,29.85,Arabica,Dark,No
KZR-33023-209,08-04-22,21177-40725-CF,E-L-1,3,Micki Fero,,United States,Exc,L,1,14.85,44.55,Excelsa,Light,No
ULM-49433-003,14-08-20,99421-80253-UI,E-M-1,2,Cybill Graddell,,United States,Exc,M,1,13.75,27.5,Excelsa,Medium,No
SIB-83254-136,12-05-19,45315-50206-DK,R-M-0.5,6,Dorian Vizor,dvizor88@furl.net,United States,Rob,M,0.5,5.97,35.82,Robusta,Medium,Yes
NOK-50349-551,03-03-21,09595-95726-OV,R-D-0.5,3,Eddi Sedgebeer,esedgebeer89@oaic.gov.au,United States,Rob,D,0.5,5.37,16.11,Robusta,Dark,Yes
YIS-96268-844,11-02-20,60221-67036-TD,E-L-0.2,6,Ken Lestrange,klestrange8a@lulu.com,United States,Exc,L,0.2,4.455,26.73,Excelsa,Light,Yes
CXI-04933-855,27-04-19,62923-29397-KX,E-L-2.5,6,Lacee Tanti,ltanti8b@techcrunch.com,United States,Exc,L,2.5,34.155,204.93,Excelsa,Light,Yes
IZU-90429-382,26-03-22,33011-52383-BA,A-L-1,3,Arel De Lasci,ade8c@1und1.de,United States,Ara,L,1,12.95,38.85,Arabica,Light,Yes
WIT-40912-783,28-09-20,86768-91598-FA,L-D-0.2,4,Trescha Jedrachowicz,tjedrachowicz8d@acquirethisname.com,United States,Lib,D,0.2,3.885,15.54,Liberica,Dark,Yes
PSD-57291-590,24-10-19,37191-12203-MX,A-M-0.5,1,Perkin Stonner,pstonner8e@moonfruit.com,United States,Ara,M,0.5,6.75,6.75,Arabica,Medium,No
GOI-41472-677,04-08-21,16545-76328-JY,E-D-2.5,4,Darrin Tingly,dtingly8f@goo.ne.jp,United States,Exc,D,2.5,27.945,111.78,Excelsa,Dark,Yes
KTX-17944-494,29-12-19,74330-29286-RO,A-L-0.2,1,Claudetta Rushe,crushe8n@about.me,United States,Ara,L,0.2,3.885,3.885,Arabica,Light,Yes
RDM-99811-230,27-11-19,22349-47389-GY,L-M-0.2,5,Benn Checci,bchecci8h@usa.gov,United Kingdom,Lib,M,0.2,4.365,21.825,Liberica,Medium,No
JTU-55897-581,29-02-20,70290-38099-GB,R-M-0.2,5,Janifer Bagot,jbagot8i@mac.com,United States,Rob,M,0.2,2.985,14.925,Robusta,Medium,No
CRK-07584-240,31-01-21,18741-72071-PP,A-M-1,3,Ermin Beeble,ebeeble8j@soundcloud.com,United States,Ara,M,1,11.25,33.75,Arabica,Medium,Yes
MKE-75518-399,17-06-22,62588-82624-II,A-M-1,3,Cos Fluin,cfluin8k@flickr.com,United Kingdom,Ara,M,1,11.25,33.75,Arabica,Medium,No
AEL-51169-725,03-02-20,37430-29579-HD,L-M-0.2,6,Eveleen Bletsor,ebletsor8l@vinaora.com,United States,Lib,M,0.2,4.365,26.19,Liberica,Medium,Yes
ZGM-83108-823,25-01-22,84132-22322-QT,E-L-1,1,Paola Brydell,pbrydell8m@bloglovin.com,Ireland,Exc,L,1,14.85,14.85,Excelsa,Light,No
JBP-78754-392,30-04-20,74330-29286-RO,E-M-2.5,6,Claudetta Rushe,crushe8n@about.me,United States,Exc,M,2.5,31.625,189.75,Excelsa,Medium,Yes
RNH-54912-747,01-05-21,37445-17791-NQ,R-M-0.5,1,Natka Leethem,nleethem8o@mac.com,United States,Rob,M,0.5,5.97,5.97,Robusta,Medium,Yes
JDS-33440-914,28-10-21,58511-10548-ZU,R-M-1,3,Ailene Nesfield,anesfield8p@people.com.cn,United Kingdom,Rob,M,1,9.95,29.85,Robusta,Medium,Yes
SYX-48878-182,29-08-21,47725-34771-FJ,R-D-1,5,Stacy Pickworth,,United States,Rob,D,1,8.95,44.75,Robusta,Dark,No
ZGD-94763-868,27-12-19,53086-67334-KT,E-L-2.5,1,Melli Brockway,mbrockway8r@ibm.com,United States,Exc,L,2.5,34.155,34.155,Excelsa,Light,Yes
CZY-70361-485,25-06-19,83308-82257-UN,E-L-2.5,6,Nanny Lush,nlush8s@dedecms.com,Ireland,Exc,L,2.5,34.155,204.93,Excelsa,Light,No
RJR-12175-899,02-03-19,37274-08534-FM,E-D-0.5,3,Selma McMillian,smcmillian8t@csmonitor.com,United States,Exc,D,0.5,7.29,21.87,Excelsa,Dark,No
